,AssistorName,AssistorX,AssistorY,ScorerName,ScorerX,ScorerY,PassDefenderName,PassDefenderX,PassDefenderY,ShotDefenderName,ShotDefenderX,ShotDefenderY,TeamName,OtherTeamName,LocationScorer,LocationAssistor
3637,202699.0,1.403499999999994,26.56712,202696.0,9.980549999999994,37.76663,200782.0,45.48794000000002,24.10006,203458.0,43.41145999999998,20.30432,,PHX,Corner2,Paint
3638,202339.0,20.65707,30.313440000000003,202720.0,22.6172,17.242079999999998,203901.0,22.27076,28.03254,202699.0,14.42423,14.62653,PHX,ORL,Midrange2,Midrange2
3639,203458.0,3.86978,17.5522,200782.0,6.97054,47.78698,202699.0,5.04368,22.34169,203095.0,13.62408,39.35405,PHX,DET,Corner3,Paint
3640,202696.0,11.096249999999998,31.39656,203095.0,27.660759999999996,35.45069,203458.0,40.12329,19.8354,202688.0,33.49834,17.58751,ORL,PHX,AboveTheBreak3,Paint
3641,202339.0,17.10318,13.46142,202720.0,23.49933,28.99296,202696.0,15.51273,16.694689999999998,202699.0,13.73918,33.227129999999995,PHX,ORL,Midrange2,Midrange2
3642,202688.0,20.14804,5.3296800000000015,202339.0,28.23935,35.44285,203095.0,19.73451,7.18567,203901.0,32.689370000000004,35.73121,PHX,ORL,AboveTheBreak3,AboveTheBreak3
3643,203894.0,24.377480000000006,29.79154,203094.0,11.496530000000007,22.51452,101179.0,30.653549999999996,20.16345,203141.0,40.99566,26.4484,ORL,PHX,Paint,Midrange2
3644,203933.0,38.95288,7.69005,101179.0,19.18551,2.63519,203894.0,33.59176,10.66174,203894.0,22.75474,8.22115,PHX,ORL,AboveTheBreak3,AboveTheBreak3
3645,1626164.0,30.4459,20.69498,203933.0,17.45189,24.47435,203506.0,27.085890000000006,21.69343,202699.0,18.92078,29.47815,PHX,ORL,Midrange2,AboveTheBreak3
3646,101179.0,37.15297,26.12346,203141.0,19.11844,45.65286,203094.0,34.434540000000005,36.62374000000001,201160.0,16.162679999999998,40.05904,PHX,ORL,AboveTheBreak3,AboveTheBreak3
3647,201160.0,22.84348,21.145059999999994,203506.0,21.96477,26.27548,202720.0,29.384950000000003,30.06312,202720.0,33.24743000000002,24.65534,ORL,PHX,Midrange2,Midrange2
3648,202339.0,34.55408,14.24501,1626164.0,12.08069,34.789,203894.0,31.51483,15.546870000000002,203506.0,10.38416,33.51517,PHX,ORL,Corner2,AboveTheBreak3
3649,202339.0,0.85256,22.59999,203141.0,10.38503,6.30799,203094.0,6.39277,27.26161,202699.0,10.1908,15.95856,PHX,ORL,Corner2,Paint
3650,202339.0,4.27768,35.16048,203141.0,5.6077,47.24546,203094.0,17.56835,33.58822,203094.0,11.81583,39.39386,PHX,ORL,Corner2,Corner2
3651,203901.0,20.616349999999997,38.77735,202699.0,6.2016800000000245,45.22066,200782.0,38.42315000000001,13.69985,200782.0,41.706140000000005,8.26137,,PHX,Corner2,AboveTheBreak3
3652,202339.0,11.61863,28.742420000000006,203458.0,3.98074,43.84446,202696.0,8.806410000000003,28.6153,202696.0,7.0745,27.99181,PHX,ORL,Corner2,Paint
3653,202339.0,4.20263,1.54452,203458.0,19.10091,26.08712,202699.0,4.14239,3.72183,202696.0,16.01916,25.56054,PHX,DET,Midrange2,Corner3
3654,203095.0,14.15427,27.28044,202696.0,9.3028,42.84749,203458.0,11.01892,28.52913,203458.0,7.969360000000001,28.88867,ORL,PHX,Corner2,Midrange2
3655,203901.0,25.67585,36.38851,203095.0,27.30571,24.62518,202339.0,25.30258,34.57724,202688.0,19.67136,27.44575,ORL,PHX,Midrange2,AboveTheBreak3
3656,101112.0,18.77949,29.375590000000006,202699.0,10.1516,2.7756,202339.0,13.7858,26.91498,200782.0,8.12385,15.28245,,PHX,Corner2,Midrange2
3657,203095.0,29.65001,30.08558,203506.0,5.76259,1.7347099999999998,202339.0,24.77704,27.89085,203141.0,6.08946,10.26445,ORL,PHX,Corner3,AboveTheBreak3
3658,202696.0,20.25454,42.29322,203901.0,7.58975,26.80448,203458.0,14.28887,33.77272,202688.0,10.5911,26.03128,ORL,PHX,Paint,AboveTheBreak3
3659,203933.0,19.599180000000004,4.73039,202720.0,4.491669999999999,2.580129999999997,203932.0,36.93105,39.48107,203932.0,40.97343000000002,43.11564,PHX,ORL,Corner2,AboveTheBreak3
3660,202688.0,17.640550000000005,27.45126,202339.0,4.318530000000024,48.17422,203506.0,39.10471,19.41072,203506.0,39.91744,15.459970000000002,PHX,ORL,Corner3,Midrange2
3661,202696.0,8.09285,14.355720000000002,203095.0,27.27083,10.1564,202688.0,13.2775,13.953970000000002,202688.0,20.43497,12.9886,ORL,PHX,AboveTheBreak3,Corner2
3662,203901.0,25.52218,29.691840000000006,203095.0,4.90207,39.27172,202339.0,13.76755,31.18866,202339.0,6.97739,44.74771,ORL,PHX,Corner2,Midrange2
3663,202699.0,32.907,6.4051300000000015,202696.0,12.05832,7.494639999999999,203141.0,27.47973,10.94342,203458.0,11.24155,12.48543,,PHX,Corner2,AboveTheBreak3
3664,203506.0,18.9929,17.87748,203901.0,5.76393,1.95084,202688.0,10.80757,18.74672,202688.0,8.10187,10.81474,ORL,PHX,Corner3,Midrange2
3665,203901.0,31.93968,40.77197,203506.0,30.4203,31.80384,202688.0,26.98606,37.24429,202339.0,32.97739,29.96746,ORL,PHX,AboveTheBreak3,AboveTheBreak3
3666,203095.0,14.19195,2.83665,101112.0,24.74629,9.93816,2594.0,13.0328,8.18328,2594.0,12.67237,7.88397,,ATL,AboveTheBreak3,AboveTheBreak3
3667,202699.0,23.62372,31.40572,203901.0,7.75236,42.04988,2594.0,17.705,31.30435,2594.0,10.60628,36.75004000000001,,ATL,Corner2,Midrange2
3668,201952.0,27.310680000000005,46.51896,201143.0,29.778809999999993,29.04382,203901.0,26.062939999999998,6.79047,202696.0,29.273340000000005,21.0841,ATL,ORL,AboveTheBreak3,AboveTheBreak3
3669,203901.0,12.75998,26.927940000000003,203095.0,4.7538800000000005,30.74486,201952.0,12.44361,24.39401,2594.0,8.24601,34.683890000000005,ORL,ATL,Paint,Paint
3670,203095.0,14.12668,18.19446,202699.0,5.17019,2.7902,200794.0,10.6777,15.6192,200794.0,9.17797,10.3374,,ATL,Corner2,Midrange2
3671,203901.0,34.92597,15.34424,101112.0,26.34162,24.78133,2594.0,26.04907,18.02045,200794.0,24.38105,26.56963,,ATL,Midrange2,AboveTheBreak3
3672,2594.0,27.15792,41.85844,200794.0,14.283259999999999,13.095970000000001,202699.0,38.90745,38.27302,101112.0,40.18884,32.67138,ATL,DET,Midrange2,AboveTheBreak3
3673,202696.0,12.74817,34.6859,1626209.0,30.26551,30.65004,201952.0,17.54751,29.73781,201952.0,20.95906,30.42225,ORL,ATL,AboveTheBreak3,Corner2
3674,203901.0,25.46182,13.7143,202696.0,22.77943,30.79397,203471.0,19.81854,17.53496,201168.0,17.4821,26.25243,ORL,ATL,Midrange2,AboveTheBreak3
3675,203145.0,11.887209999999996,32.66747,203471.0,26.367280000000008,12.504710000000003,1626209.0,30.959380000000024,21.28572,203901.0,31.772999999999996,32.54715,ATL,ORL,AboveTheBreak3,Corner2
3676,202696.0,13.00114,20.02352,1626209.0,8.90286,42.249,201168.0,11.50296,21.07167,203145.0,14.88126,45.15867,ORL,ATL,Corner2,Midrange2
3677,202696.0,14.45868,26.46613,203094.0,23.57743,8.220139999999999,201168.0,13.515579999999998,27.1215,200794.0,17.389210000000002,16.046870000000002,ORL,ATL,AboveTheBreak3,Midrange2
3678,1626209.0,10.17708,14.09057,201160.0,3.62529,6.21908,203118.0,9.10086,16.26821,203118.0,6.43716,14.89784,ORL,ATL,Corner2,Corner2
3679,203894.0,28.25171,7.59054,203095.0,28.07276,23.58277,203471.0,22.99554,10.54385,203501.0,26.63658,27.78619,ORL,ATL,Midrange2,AboveTheBreak3
3680,203471.0,25.943730000000002,10.801189999999998,203118.0,7.718170000000001,4.416020000000003,203894.0,23.88566,36.08518,201160.0,42.52423,40.39044000000001,ATL,ORL,Corner2,AboveTheBreak3
3681,202696.0,22.46628,38.45215,202699.0,26.255370000000006,41.06864,200757.0,18.49544,41.2667,200757.0,20.32222,37.32115,,ATL,AboveTheBreak3,AboveTheBreak3
3682,201952.0,17.296350000000004,25.82085,201143.0,23.706369999999993,26.36703,203901.0,33.79850999999999,22.18458,203901.0,35.57151999999998,25.6873,ATL,ORL,Midrange2,Midrange2
3683,201952.0,28.852599999999995,14.13243,203145.0,4.416930000000022,46.40162,203932.0,22.341750000000005,26.82731,202699.0,43.653369999999995,10.89677,ATL,ORL,Corner2,AboveTheBreak3
3684,201143.0,12.161690000000021,11.360799999999998,202696.0,13.908519999999996,6.8033,202696.0,35.98783,43.5901,201143.0,37.79642,38.38588,,,AboveTheBreak3,Corner2
3685,201143.0,22.89821,34.74446,2594.0,20.46619,21.10962,203095.0,24.65617,38.97525,101112.0,14.62475,18.46515,ATL,ORL,Midrange2,Midrange2
3686,200794.0,28.53327,14.24986,2594.0,24.95141,10.2875,203095.0,32.30336,19.12914,203095.0,29.05105,12.52141,ATL,ORL,AboveTheBreak3,AboveTheBreak3
3687,203901.0,34.00409,37.96376,101112.0,28.067030000000003,12.520240000000001,2594.0,27.718819999999994,23.24707,2594.0,25.120050000000006,24.52769,,ATL,AboveTheBreak3,AboveTheBreak3
3688,203145.0,32.62052,39.60179,201952.0,18.40907,25.03054,202699.0,24.20362,34.192640000000004,101112.0,13.69462,22.20089,ATL,DET,Midrange2,AboveTheBreak3
3689,200794.0,23.26739,22.57171,200757.0,19.94167,25.74315,101112.0,17.29965,24.69262,101112.0,13.19379,24.97149,ATL,CLE,Midrange2,Midrange2
3690,202696.0,21.113430000000022,14.948129999999999,202699.0,3.230950000000007,14.816609999999997,200757.0,33.413399999999996,31.48283,201168.0,44.55784,31.05023,,ATL,Corner2,Midrange2
3691,203932.0,3.22756,16.36525,203501.0,9.28949,8.17614,203118.0,5.71611,23.07564,203473.0,11.53521,16.11936,,,Corner2,Corner2
3692,1626209.0,31.553269999999998,44.119550000000004,201160.0,6.106049999999996,41.08211,203118.0,24.254009999999994,8.79045,201143.0,43.2595,14.824229999999998,ORL,ATL,Corner2,AboveTheBreak3
3693,203471.0,21.39256,24.01315,200757.0,25.63915,11.11104,203932.0,17.38639,28.00497,203932.0,19.95616,20.50945,ATL,ORL,AboveTheBreak3,Midrange2
3694,1626209.0,11.413799999999995,20.66677,203951.0,9.315629999999999,2.48377,203471.0,39.74999,35.02078,203471.0,41.9178,38.1063,ORL,ATL,Corner3,Paint
3695,203951.0,31.979550000000003,31.19985,1626209.0,25.12912,11.521070000000002,203471.0,26.266540000000006,19.25564,203501.0,32.15106,35.79065999999999,ORL,ATL,AboveTheBreak3,AboveTheBreak3
3696,203488.0,5.7176,34.095009999999995,203501.0,31.23375,29.11162,203906.0,11.6651,30.48399,203906.0,22.99012,28.78588,ATL,ORL,AboveTheBreak3,Corner2
3697,203094.0,26.86173000000001,38.69562,1626209.0,11.647219999999976,47.96565,203118.0,29.64783,16.48699,203200.0,38.24753,7.05165,ORL,ATL,Corner3,AboveTheBreak3
3698,203940.0,33.21873000000001,16.586659999999995,1626157.0,15.365290000000002,25.09841,101107.0,27.951430000000002,30.39228,2744.0,36.023489999999995,23.21538,MIN,CHA,Midrange2,AboveTheBreak3
3699,202689.0,9.82713,23.23961,2744.0,7.641310000000002,30.01145,1626157.0,6.595460000000001,26.86703,1626157.0,5.55134,25.02037,CHA,MIN,Paint,Paint
3700,2755.0,25.89546999999999,6.293900000000001,1626157.0,29.711790000000008,17.23726,203798.0,27.08744,39.15132,2744.0,34.141730000000024,30.17741,,MEM,AboveTheBreak3,AboveTheBreak3
3701,202689.0,16.20663,3.95103,101107.0,29.6897,19.77307,203940.0,15.53775,15.0592,203940.0,21.55325,17.74509,CHA,MIN,AboveTheBreak3,AboveTheBreak3
3702,202689.0,9.09571,27.03384,2744.0,5.2803,29.08125,1626157.0,8.80441,28.31421,1626157.0,7.034089999999999,27.78031,CHA,MIN,Paint,Paint
3703,202689.0,20.23365,17.33245,203469.0,4.65139,21.10649,202357.0,14.217020000000002,19.30539,202357.0,5.98321,21.73136,CHA,MIN,Paint,Midrange2
3704,1626145.0,32.28176,14.33034,203498.0,15.581019999999995,19.89768,202391.0,23.701369999999997,34.3802,202391.0,31.16382,29.08275,MIN,CHA,Midrange2,AboveTheBreak3
3705,204014.0,19.023870000000002,46.5057,202357.0,32.67349,33.46852,203087.0,32.13051,7.761260000000001,203469.0,22.814049999999995,19.47432,MIN,CHA,AboveTheBreak3,AboveTheBreak3
3706,204014.0,12.176649999999995,13.599029999999999,202357.0,26.131600000000006,19.649209999999997,203087.0,36.193869999999976,33.212540000000004,203469.0,31.521079999999998,29.93567,MIN,CHA,Midrange2,Corner2
3707,202357.0,14.051270000000002,29.34251,204014.0,20.804380000000023,5.7986099999999965,203469.0,36.909369999999996,22.910020000000006,203087.0,37.335319999999996,35.76622000000001,MIN,CHA,AboveTheBreak3,Midrange2
3708,204014.0,27.95998,19.41217,202357.0,22.968850000000003,44.56063,201150.0,30.462140000000005,28.952070000000006,203469.0,28.814549999999997,14.62123,MIN,CHA,AboveTheBreak3,Midrange2
3709,1626157.0,25.75989,33.29776,2755.0,13.235889999999998,37.84905,203087.0,21.83587,19.56426,203087.0,33.86594000000002,12.49747,,CHA,Midrange2,Midrange2
3710,203897.0,23.600409999999997,17.081850000000003,1626157.0,23.640349999999998,28.68015,202689.0,27.34534000000002,31.01738,2744.0,33.276849999999996,23.47883,MIN,CHA,Midrange2,Midrange2
3711,202689.0,22.81904,13.932720000000002,2744.0,8.5966,11.3249,203897.0,20.54135,12.99536,1626157.0,9.49241,16.93914,CHA,MIN,Corner2,Midrange2
3712,203897.0,25.014229999999998,30.5528,2755.0,10.636949999999999,10.62014,202689.0,26.65048,18.26519,203087.0,36.70527,38.50093,,CHA,Corner2,Midrange2
3713,203897.0,14.38624,43.04118,1626157.0,5.47834,23.16281,202689.0,16.54693,41.45336,2744.0,7.220839999999999,23.23533,MIN,CHA,Paint,AboveTheBreak3
3714,2744.0,8.411079999999998,11.431999999999988,203087.0,1.942930000000004,19.72159,1626157.0,41.562659999999994,35.22691,2755.0,46.04606,33.7743,CHA,MIN,Paint,Corner2
3715,203897.0,22.47529,17.23723,1626157.0,5.64768,28.67297,202689.0,22.01322,18.32025,101107.0,6.37604,26.76583,MIN,CHA,Paint,Midrange2
3716,2755.0,27.27348,34.98982,203897.0,16.81785,9.99434,201587.0,22.12325,33.97262,202689.0,16.93275,9.92341,,CHA,Midrange2,AboveTheBreak3
3717,2744.0,9.742680000000021,32.058499999999995,202689.0,23.45917,41.66371,203897.0,35.73376999999998,19.10217,203897.0,31.682959999999994,11.94575,CHA,MIN,AboveTheBreak3,Paint
3718,203897.0,36.02395,28.55076,2755.0,15.7544,46.67665,202689.0,29.78186,26.999840000000006,202391.0,16.91003,42.04217,,CHA,AboveTheBreak3,AboveTheBreak3
